1,2,3,4,5,114514,114544,50,0.19
1,2,3,6,5,114514,114544,5,0.03
1,2,3,10,5,114514,114544,75,0.1
1,2,3,11,5,114514,114544,700,1.47
1,2,3,12,5,114514,114544,100,1.34
1,2,3,3,5,114544,114574,400,0.77
1,2,3,4,5,114544,114574,50,0.19
1,2,3,6,5,114544,114574,5,0.03
1,2,3,7,5,114544,114574,200,0.98
1,2,3,8,5,114544,114574,100,0.78
1,2,3,9,5,114544,114574,100,0.39
1,2,3,10,5,114544,114574,75,0.1
1,2,3,11,5,114544,114574,700,0.75
1,2,3,12,5,114544,114574,100,0.39
1,2,3,1,5,114574,114604,50,0.68
1,2,3,4,5,114574,114604,50,0.19
1,2,3,6,5,114574,114604,5,0.03
1,2,3,7,5,114574,114604,200,0.98
1,2,3,1,5,114604,114634,50,0.77
1,2,3,4,5,114604,114634,50,0.19
1,2,3,5,5,114604,114634,300,1.72
1,2,3,12,5,114604,114634,100,0.39
1,2,3,3,5,114634,114664,100,0.39
1,2,3,4,5,114634,114664,50,0.19
1,2,3,7,5,114634,114664,200,0.98
1,2,3,8,5,114634,114664,200,0.08
1,2,3,9,5,114634,114664,100,0.39
1,2,3,11,5,114634,114664,500,0.52
1,2,3,6,5,114664,114694,0,0
1,2,3,7,5,114664,114694,200,0.98
1,2,3,8,5,114664,114694,100,0.59
1,2,3,10,5,114664,114694,100,0.1
1,2,3,1,5,114694,114724,50,0.2
1,2,3,5,5,114694,114724,400,1.72
1,2,3,6,5,114694,114724,30,0.05
1,2,3,12,5,114694,114724,100,1.34
1,2,3,4,5,114724,114754,50,0.19
1,2,3,7,5,114724,114754,200,0.98
1,2,3,8,5,114724,114754,200,2.35
1,2,3,10,5,114724,114754,75,0.1
1,2,3,3,5,114754,114784,100,0.02
1,2,3,7,5,114754,114784,200,0.98
1,2,3,10,5,114754,114784,100,0.1
1,2,3,11,5,114754,114784,700,1.55
1,2,3,1,5,114784,114814,100,0.68
1,2,3,5,5,114784,114814,400,1.72
1,2,3,7,5,114784,114814,200,0.98
1,2,3,10,5,114784,114814,75,0.1
1,2,3,11,5,114784,114814,300,0.96
1,2,3,12,5,114784,114814,100,0.39
1,2,3,1,5,114814,114844,50,0.79
1,2,3,7,5,114814,114844,200,0.98
1,2,3,8,5,114814,114844,100,0.1
1,2,3,10,5,114814,114844,100,0.1
1,2,3,11,5,114814,114844,300,0.21
1,2,3,12,5,114814,114844,100,0.39
1,2,3,6,5,114844,114874,10,0.05
1,2,3,7,5,114844,114874,200,0.98
1,2,3,9,5,114844,114874,100,0.96
1,2,3,11,5,114844,114874,100,0.16
1,2,3,12,5,114844,114874,100,1.34
1,2,3,3,5,114874,114904,100,0.4
1,2,3,8,5,114874,114904,100,0.78
1,2,3,11,5,114874,114904,700,1.47
1,2,3,7,5,114904,114934,200,0.98
1,2,3,8,5,114904,114934,100,0.59
1,2,3,9,5,114904,114934,100,0.96
1,2,3,11,5,114904,114934,400,0.19
1,2,3,1,5,114934,114964,100,0.79
1,2,3,6,5,114934,114964,30,0.05
1,2,3,8,5,114934,114964,100,0.1
1,2,3,9,5,114934,114964,100,0.39
1,2,3,10,5,114934,114964,100,0.1
1,2,3,11,5,114934,114964,100,0.16
1,2,3,12,5,114934,114964,100,0.39
1,2,3,1,5,114964,114994,50,0.32
1,2,3,8,5,114964,114994,200,0.59
1,2,3,10,5,114964,114994,100,0.1
1,2,3,11,5,114964,114994,400,0.21
1,2,3,12,5,114964,114994,100,1.34
1,2,3,3,5,114994,115024,600,1.57
1,2,3,4,5,114994,115024,50,0.19
1,2,3,5,5,114994,115024,300,1.72
1,2,3,6,5,114994,115024,5,0.03
1,2,3,7,5,114994,115024,200,0.98
1,2,3,8,5,114994,115024,100,0.1
1,2,3,10,5,114994,115024,100,0.1
1,2,3,3,5,115024,115054,100,0.06
1,2,3,4,5,115024,115054,50,0.19
1,2,3,5,5,115024,115054,300,1.72
1,2,3,8,5,115024,115054,200,0.59
1,2,3,9,5,115024,115054,100,0.96
1,2,3,10,5,115024,115054,75,0.1
1,2,3,11,5,115024,115054,400,0.21
1,2,3,1,5,115054,115084,100,0.3
1,2,3,4,5,115054,115084,50,0.19
1,2,3,5,5,115054,115084,300,1.72
1,2,3,8,5,115054,115084,100,0.59
1,2,3,12,5,115054,115084,100,0.39
1,2,3,7,5,115084,115114,200,0.98
1,2,3,8,5,115084,115114,100,0.59
1,2,3,10,5,115084,115114,75,0.1
1,2,3,12,5,115084,115114,100,1.34
1,2,3,1,5,115114,115144,50,0.32
1,2,3,3,5,115114,115144,300,1.15
1,2,3,5,5,115114,115144,300,1.72
1,2,3,9,5,115114,115144,100,0.96
1,2,3,12,5,115114,115144,100,0.96
1,2,3,4,5,115144,115174,50,0.19
1,2,3,5,5,115144,115174,300,1.72
1,2,3,7,5,115144,115174,200,0.98
1,2,3,10,5,115144,115174,75,0.1
1,2,3,11,5,115144,115174,500,0.52
1,2,3,9,5,115174,115204,100,0.39
1,2,3,10,5,115174,115204,75,0.1
1,2,3,11,5,115174,115204,700,1.53
1,2,3,1,5,115204,115234,50,0.79
1,2,3,4,5,115204,115234,50,0.19
1,2,3,5,5,115204,115234,400,1.72
1,2,3,7,5,115204,115234,200,0.98
1,2,3,9,5,115204,115234,100,0.39
1,2,3,11,5,115204,115234,100,0.16
1,2,3,12,5,115204,115234,100,0.39
1,2,3,8,5,115234,115264,200,0.08
1,2,3,11,5,115234,115264,700,0.19
1,2,3,12,5,115234,115264,100,0.96
1,2,3,1,5,115264,115294,50,0.32
1,2,3,4,5,115264,115294,50,0.19
1,2,3,5,5,115264,115294,300,1.72
1,2,3,6,5,115264,115294,10,0.05
1,2,3,7,5,115264,115294,200,0.98
1,2,3,9,5,115264,115294,100,0.96
1,2,3,5,5,115294,115324,300,1.72
1,2,3,10,5,115294,115324,75,0.1
1,2,3,12,5,115294,115324,100,1.34
1,2,3,1,5,115324,115354,50,0.77
1,2,3,3,5,115324,115354,1000,3.82
1,2,3,4,5,115324,115354,50,0.19
1,2,3,7,5,115324,115354,200,0.98
1,2,3,10,5,115324,115354,100,0.1
1,2,3,11,5,115324,115354,700,0.6
1,2,3,12,5,115324,115354,100,0.39
1,2,3,3,5,115354,115384,100,0.2
1,2,3,4,5,115354,115384,50,0.19
1,2,3,5,5,115354,115384,400,1.72
1,2,3,6,5,115354,115384,5,0.03
1,2,3,7,5,115354,115384,200,0.98
1,2,3,8,5,115354,115384,200,0.08
1,2,3,12,5,115354,115384,100,1.34
1,2,3,1,5,115384,115414,200,0.3
1,2,3,4,5,115384,115414,50,0.19
1,2,3,5,5,115384,115414,400,1.72
1,2,3,7,5,115384,115414,200,0.98
1,2,3,10,5,115384,115414,100,0.1
1,2,3,12,5,115384,115414,100,1.34
1,2,3,1,5,115414,115444,200,0.39
1,2,3,4,5,115414,115444,50,0.19
1,2,3,5,5,115414,115444,300,1.72
1,2,3,7,5,115414,115444,200,0.98
1,2,3,8,5,115414,115444,100,0.1
1,2,3,9,5,115414,115444,100,0.96
1,2,3,12,5,115414,115444,100,0.96
1,2,3,1,5,115444,115474,100,0.2
1,2,3,7,5,115444,115474,200,0.98
1,2,3,8,5,115444,115474,200,0.08
1,2,3,12,5,115444,115474,100,1.34
1,2,3,3,5,115474,115504,100,0.02
1,2,3,4,5,115474,115504,50,0.19
1,2,3,5,5,115474,115504,400,1.72
1,2,3,7,5,115474,115504,200,0.98
1,2,3,8,5,115474,115504,200,0.59
1,2,3,9,5,115474,115504,100,0.96
1,2,3,10,5,115474,115504,75,0.1
1,2,3,12,5,115474,115504,100,0.96
1,2,3,1,5,115504,115534,100,0.69
1,2,3,6,5,115504,115534,30,0.05
1,2,3,7,5,115504,115534,200,0.98
1,2,3,8,5,115504,115534,200,0.79
1,2,3,1,5,115534,115564,50,0.82
1,2,3,3,5,115534,115564,100,0.05
1,2,3,4,5,115534,115564,50,0.19
1,2,3,5,5,115534,115564,400,1.72
1,2,3,6,5,115534,115564,0,0
1,2,3,7,5,115534,115564,200,0.98
1,2,3,9,5,115534,115564,100,0.96
1,2,3,10,5,115534,115564,100,0.1
1,2,3,11,5,115534,115564,700,1.53
1,2,3,12,5,115534,115564,100,1.34
1,2,3,1,5,115564,115594,50,0.69
1,2,3,3,5,115564,115594,100,1.96
1,2,3,4,5,115564,115594,50,0.19
1,2,3,6,5,115564,115594,5,0.03
1,2,3,8,5,115564,115594,200,0.08
1,2,3,9,5,115564,115594,100,0.96
1,2,3,1,5,115594,115624,50,0.49
1,2,3,6,5,115594,115624,0,0
1,2,3,7,5,115594,115624,200,0.98
1,2,3,1,5,115624,115654,50,0.31
1,2,3,3,5,115624,115654,100,0.4
1,2,3,5,5,115624,115654,300,1.72
1,2,3,6,5,115624,115654,0,0
1,2,3,8,5,115624,115654,100,0.78
1,2,3,12,5,115624,115654,100,0.96
1,2,3,3,5,115654,115684,600,1.57
1,2,3,4,5,115654,115684,50,0.19
1,2,3,5,5,115654,115684,300,1.72
1,2,3,10,5,115654,115684,100,0.1
1,2,3,11,5,115654,115684,700,0.19
1,2,3,12,5,115654,115684,100,1.34
1,2,3,1,5,115684,115714,50,0.49
1,2,3,5,5,115684,115714,400,1.72
1,2,3,9,5,115684,115714,100,0.96
1,2,3,12,5,115684,115714,100,0.96
1,2,3,7,5,115714,115744,200,0.98
1,2,3,8,5,115714,115744,100,0.59
1,2,3,9,5,115714,115744,100,0.39
1,2,3,10,5,115714,115744,75,0.1
1,2,3,11,5,115714,115744,400,0.21
1,2,3,1,5,115744,115774,50,0.3
1,2,3,6,5,115744,115774,30,0.05
1,2,3,7,5,115744,115774,200,0.98
1,2,3,9,5,115744,115774,100,0.96
1,2,3,10,5,115744,115774,75,0.1
1,2,3,11,5,115744,115774,100,0.37
1,2,3,8,5,115774,115804,200,0.08
1,2,3,10,5,115774,115804,100,0.1
1,2,3,6,5,115804,115834,30,0.05
1,2,3,7,5,115804,115834,200,0.98
1,2,3,8,5,115804,115834,100,0.39
1,2,3,9,5,115804,115834,100,0.39
1,2,3,10,5,115804,115834,100,0.1
1,2,3,11,5,115804,115834,700,0.6
1,2,3,12,5,115804,115834,100,1.34
1,2,3,3,5,115834,115864,100,0.2
1,2,3,9,5,115834,115864,100,0.39
1,2,3,10,5,115834,115864,100,0.1
1,2,3,11,5,115834,115864,400,0.21
1,2,3,3,5,115864,115894,100,1.53
1,2,3,5,5,115864,115894,400,1.72
1,2,3,7,5,115864,115894,200,0.98
1,2,3,8,5,115864,115894,100,0.59
1,2,3,10,5,115864,115894,75,0.1
1,2,3,11,5,115864,115894,100,0.1
1,2,3,1,5,115894,115924,100,0.59
1,2,3,6,5,115894,115924,0,0
1,2,3,7,5,115894,115924,200,0.98
1,2,3,8,5,115894,115924,100,0.1
1,2,3,10,5,115894,115924,75,0.1
1,2,3,11,5,115894,115924,100,0.37
1,2,3,12,5,115894,115924,100,0.39
1,2,3,4,5,115924,115954,50,0.19
1,2,3,6,5,115924,115954,30,0.05
1,2,3,8,5,115924,115954,100,0.78
1,2,3,9,5,115924,115954,100,0.39
1,2,3,10,5,115924,115954,75,0.1
1,2,3,12,5,115924,115954,100,1.34
1,2,3,1,5,115954,115984,50,0.82
1,2,3,4,5,115954,115984,50,0.19
1,2,3,5,5,115954,115984,300,1.72
1,2,3,10,5,115954,115984,100,0.1
1,2,3,1,5,115984,116014,50,0.49
1,2,3,4,5,115984,116014,50,0.19
1,2,3,6,5,115984,116014,10,0.05
1,2,3,9,5,115984,116014,100,0.39
1,2,3,1,5,116014,116044,50,0.2
1,2,3,4,5,116014,116044,50,0.19
1,2,3,5,5,116014,116044,400,1.72
1,2,3,6,5,116014,116044,10,0.05
1,2,3,9,5,116014,116044,100,0.96
1,2,3,10,5,116014,116044,75,0.1
1,2,3,11,5,116014,116044,300,0.19
1,2,3,3,5,116044,116074,400,0.77
1,2,3,5,5,116044,116074,400,1.72
1,2,3,9,5,116044,116074,100,0.39
1,2,3,10,5,116044,116074,75,0.1
1,2,3,11,5,116044,116074,100,0.16
1,2,3,12,5,116044,116074,100,0.96
1,2,3,1,5,116074,116104,50,0.82
1,2,3,3,5,116074,116104,600,1.57
1,2,3,4,5,116074,116104,50,0.19
1,2,3,5,5,116074,116104,300,1.72
1,2,3,7,5,116074,116104,200,0.98
1,2,3,9,5,116074,116104,100,0.39
1,2,3,3,5,116104,116134,600,1.57
1,2,3,6,5,116104,116134,30,0.05
1,2,3,7,5,116104,116134,200,0.98
1,2,3,8,5,116104,116134,200,2.35
1,2,3,9,5,116104,116134,100,0.39
1,2,3,1,5,116134,116164,100,0.64
1,2,3,3,5,116134,116164,100,0.19
1,2,3,5,5,116134,116164,300,1.72
1,2,3,6,5,116134,116164,5,0.03
1,2,3,7,5,116134,116164,200,0.98
1,2,3,8,5,116134,116164,200,0.08
1,2,3,12,5,116134,116164,100,0.39
1,2,3,3,5,116164,116194,100,0.02
1,2,3,4,5,116164,116194,50,0.19
1,2,3,5,5,116164,116194,400,1.72
1,2,3,9,5,116164,116194,100,0.96
1,2,3,10,5,116164,116194,75,0.1
1,2,3,4,5,116194,116224,50,0.19
1,2,3,5,5,116194,116224,400,1.72
1,2,3,7,5,116194,116224,200,0.98
1,2,3,8,5,116194,116224,200,0.08
1,2,3,10,5,116194,116224,75,0.1
1,2,3,11,5,116194,116224,700,1.53
1,2,3,12,5,116194,116224,100,1.34
1,2,3,1,5,116224,116254,50,0.32
1,2,3,5,5,116224,116254,300,1.72
1,2,3,6,5,116224,116254,10,0.05
1,2,3,9,5,116224,116254,100,0.96
1,2,3,10,5,116224,116254,75,0.1
1,2,3,1,5,116254,116284,50,0.87
1,2,3,3,5,116254,116284,100,0.02
1,2,3,6,5,116254,116284,30,0.05
1,2,3,9,5,116254,116284,100,0.39
1,2,3,10,5,116254,116284,100,0.1
